API route,Time,HTTP Code,Response Time,Status
API 1,13:04:00,412,4.12,success
API 1,13:04:00,422,4.62,success
API 1,13:04:00,429,4.02,success
API 1,13:04:00,404,4.36,success
API 1,13:04:00,202,4.04,success
API 1,13:04:00,407,4.66,success
API 1,13:04:00,307,4.2,success
API 1,13:04:00,417,4.36,success
API 1,13:04:00,415,4.0,success
API 1,13:04:00,431,4.93,success
API 1,13:04:00,422,4.53,success
API 1,13:04:00,408,4.78,success
API 1,13:04:00,425,4.96,success
API 1,13:04:00,307,4.26,success
API 1,13:04:00,409,4.46,success
API 1,13:04:00,101,4.01,success
API 1,13:04:00,426,4.67,success
API 1,13:04:00,308,4.91,success
API 1,13:04:00,410,4.18,success
API 1,13:04:00,307,4.17,success
API 1,13:04:00,431,4.24,success
API 1,13:04:00,402,4.07,success
API 1,13:04:00,201,4.24,success
API 1,13:04:00,429,4.83,success
API 1,13:04:00,206,4.47,success
API 1,13:04:00,404,4.27,success
API 1,13:04:00,303,4.17,success
API 1,13:04:00,206,4.05,success
API 1,13:04:00,424,4.52,success
API 1,13:04:00,415,4.83,success
API 1,13:04:00,402,4.9,success
API 1,13:04:00,421,4.54,success
API 1,13:04:00,100,4.87,success
API 1,13:04:00,201,4.87,success
API 1,13:04:00,406,4.64,success
API 1,13:04:00,100,4.71,success
API 1,13:04:00,200,4.62,success
API 1,13:04:00,301,4.08,success
API 1,13:04:00,417,4.89,success
API 1,13:04:00,431,4.64,success
API 1,13:04:00,204,4.2,success
API 1,13:04:00,414,4.96,success
API 1,13:04:00,202,4.73,success
API 1,13:04:00,422,4.22,success
API 1,13:04:00,410,4.2,success
API 1,13:04:00,408,4.69,success
API 1,13:04:00,411,4.18,success
API 1,13:04:00,404,4.48,success
API 1,13:04:00,301,4.53,success
API 1,13:04:00,205,4.34,success
API 1,13:04:00,301,4.3,success
API 1,13:04:00,422,4.37,success
API 1,13:04:00,413,4.47,success
API 1,13:04:00,302,4.05,success
API 1,13:04:00,205,4.42,success
API 1,13:04:00,451,4.34,success
API 1,13:04:00,414,4.15,success
API 1,13:04:00,201,5.0,success
API 1,13:04:00,415,4.6,success
API 1,13:04:00,431,4.84,success
API 1,13:04:00,414,4.14,success
API 1,13:04:00,202,4.9,success
API 1,13:04:00,304,4.19,success
API 1,13:04:00,413,4.09,success
API 1,13:04:00,431,4.07,success
API 1,13:04:00,417,4.72,success
API 1,13:04:00,451,4.32,success
API 1,13:04:00,300,4.57,success
API 1,13:04:00,303,4.13,success
API 1,13:04:00,303,4.53,success
API 1,13:04:00,417,4.9,success
API 1,13:04:00,429,4.32,success
API 1,13:04:00,206,4.72,success
API 1,13:04:00,205,4.1,success
API 1,13:04:00,100,4.01,success
API 1,13:04:00,100,4.04,success
API 1,13:04:00,417,4.45,success
API 1,13:04:00,416,4.55,success
API 1,13:04:00,304,4.76,success
API 1,13:04:00,204,4.43,success
API 1,13:04:00,205,4.93,success
API 1,13:04:00,422,4.57,success
API 1,13:04:00,205,4.31,success
API 1,13:04:00,300,4.35,success
API 1,13:04:00,451,4.16,success
API 1,13:04:00,422,4.23,success
API 1,13:04:00,401,4.76,success
API 1,13:04:00,302,4.68,success
API 1,13:04:00,100,4.84,success
API 1,13:04:00,304,4.28,success
API 1,13:04:00,100,4.18,success
API 1,13:04:00,408,4.04,success
API 1,13:04:00,402,4.88,success
API 1,13:05:00,414,18.96,success
API 1,13:05:00,412,19.36,success
API 1,13:05:00,413,18.68,success
API 1,13:05:00,510,19.9,failure
API 1,13:05:00,508,19.81,failure
API 1,13:05:00,407,16.41,success
API 1,13:05:00,307,16.05,success
API 1,13:05:00,511,18.06,failure
API 1,13:05:00,300,15.97,success
API 1,13:05:00,405,18.73,success
API 1,13:05:00,413,17.9,success
API 1,13:05:00,414,17.08,success
API 1,13:05:00,302,18.18,success
API 1,13:05:00,204,18.23,success
API 1,13:05:00,416,15.45,success
API 1,13:05:00,424,19.8,success
API 1,13:05:00,414,19.69,success
API 1,13:05:00,202,15.37,success
API 1,13:05:00,303,15.3,success
API 1,13:05:00,421,16.17,success
API 1,13:05:00,301,15.46,success
API 1,13:05:00,402,18.75,success
API 1,13:05:00,413,15.89,success
API 1,13:05:00,422,19.33,success
API 1,13:05:00,304,18.33,success
API 1,13:05:00,101,18.85,success
API 1,13:05:00,101,15.22,success
API 1,13:05:00,429,16.07,success
API 1,13:05:00,402,16.18,success
API 1,13:05:00,414,15.05,success
API 1,13:05:00,404,16.46,success
API 1,13:05:00,428,15.42,success
API 1,13:05:00,413,16.33,success
API 1,13:05:00,423,18.81,success
API 1,13:05:00,101,16.17,success
API 1,13:05:00,425,16.55,success
API 1,13:05:00,413,17.9,success
API 1,13:05:00,424,17.13,success
API 1,13:05:00,304,15.77,success
API 1,13:05:00,402,17.34,success
API 1,13:05:00,426,19.45,success
API 1,13:05:00,202,15.47,success
API 1,13:05:00,100,19.86,success
API 1,13:05:00,412,15.16,success
API 1,13:05:00,428,19.3,success
API 1,13:05:00,425,19.03,success
API 1,13:05:00,403,17.44,success
API 1,13:05:00,101,16.97,success
API 1,13:05:00,407,17.84,success
API 1,13:05:00,431,16.2,success
API 1,13:05:00,206,18.07,success
API 1,13:05:00,511,15.82,failure
API 1,13:05:00,101,16.75,success
API 1,13:05:00,424,15.47,success
API 1,13:05:00,301,19.95,success
API 1,13:05:00,431,17.85,success
API 1,13:05:00,201,17.8,success
API 1,13:05:00,300,15.26,success
API 1,13:05:00,417,15.55,success
API 1,13:05:00,303,15.6,success
API 1,13:05:00,308,17.68,success
API 1,13:05:00,417,15.47,success
API 1,13:05:00,412,15.55,success
API 1,13:05:00,417,17.5,success
API 1,13:05:00,300,16.53,success
API 1,13:05:00,304,18.44,success
API 1,13:05:00,413,17.31,success
API 1,13:05:00,408,17.32,success
API 1,13:05:00,409,18.54,success
API 1,13:05:00,304,16.6,success
API 1,13:05:00,100,16.95,success
API 1,13:05:00,451,16.31,success
API 1,13:05:00,308,15.32,success
API 1,13:05:00,508,19.3,failure
API 1,13:05:00,416,17.74,success
API 1,13:05:00,101,16.47,success
API 1,13:05:00,204,18.88,success
API 1,13:05:00,429,19.3,success
API 1,13:05:00,206,19.15,success
API 1,13:05:00,424,16.39,success
API 1,13:05:00,429,17.15,success
API 1,13:05:00,301,16.18,success
API 1,13:05:00,508,16.79,failure
API 1,13:05:00,407,19.61,success
API 1,13:05:00,422,18.66,success
API 1,13:05:00,511,19.34,failure
API 1,13:05:00,413,19.32,success
API 1,13:05:00,424,18.16,success
API 1,13:05:00,301,18.46,success
API 1,13:05:00,406,17.29,success
API 1,13:05:00,413,15.18,success
API 1,13:05:00,405,17.81,success
API 1,13:05:00,425,18.53,success
API 1,13:05:00,404,16.64,success
API 1,13:05:00,205,17.46,success
API 1,13:05:00,300,16.44,success
API 1,13:05:00,421,17.61,success
API 1,13:05:00,406,16.33,success
API 1,13:05:00,204,18.56,success
API 1,13:05:00,417,19.85,success
API 1,13:05:00,425,15.1,success
API 1,13:05:00,302,17.78,success
API 1,13:05:00,407,19.18,success
API 1,13:05:00,407,15.11,success
API 1,13:05:00,301,17.49,success
API 1,13:05:00,400,15.83,success
API 1,13:05:00,423,16.06,success
API 1,13:05:00,200,19.1,success
API 1,13:05:00,426,17.51,success
API 1,13:05:00,300,19.5,success
API 1,13:05:00,502,16.06,failure
API 1,13:05:00,409,17.91,success
API 1,13:05:00,425,18.86,success
API 1,13:05:00,429,17.38,success
API 1,13:05:00,415,17.09,success
API 1,13:05:00,405,16.87,success
API 1,13:05:00,412,18.07,success
API 1,13:05:00,421,19.04,success
API 1,13:05:00,410,15.16,success
API 1,13:05:00,431,18.48,success
API 1,13:05:00,422,18.37,success
API 1,13:05:00,422,16.58,success
API 1,13:05:00,406,17.05,success
API 1,13:05:00,203,17.43,success
API 1,13:05:00,402,16.67,success
API 1,13:05:00,411,17.51,success
API 1,13:05:00,411,16.41,success
API 1,13:05:00,407,19.56,success
API 1,13:05:00,416,17.01,success
API 1,13:05:00,426,16.36,success
API 1,13:05:00,425,18.38,success
API 1,13:05:00,431,17.4,success
API 1,13:05:00,429,19.56,success
API 1,13:05:00,429,18.91,success
API 1,13:05:00,409,18.46,success
API 1,13:05:00,405,18.32,success
API 1,13:05:00,406,17.52,success
API 1,13:05:00,421,15.98,success
API 1,13:05:00,425,18.84,success
API 1,13:05:00,308,16.25,success
API 1,13:05:00,401,17.73,success
API 1,13:05:00,304,16.11,success
API 1,13:05:00,421,18.46,success
API 1,13:05:00,404,19.82,success
API 1,13:05:00,421,19.66,success
API 1,13:05:00,409,17.24,success
API 1,13:05:00,410,18.01,success
API 1,13:05:00,402,16.51,success
API 1,13:05:00,201,16.35,success
API 1,13:05:00,423,17.02,success
API 1,13:05:00,416,19.13,success
API 1,13:05:00,410,19.29,success
API 1,13:05:00,202,15.5,success
API 1,13:05:00,415,15.3,success
API 1,13:05:00,411,19.59,success
API 1,13:05:00,421,17.2,success
API 1,13:05:00,101,16.03,success
API 1,13:05:00,404,19.46,success
API 1,13:05:00,451,17.0,success
API 1,13:05:00,301,15.3,success
API 1,13:05:00,504,15.24,failure
API 1,13:05:00,421,15.52,success
API 1,13:05:00,409,18.5,success
API 1,13:05:00,413,16.69,success
API 1,13:05:00,304,18.71,success
API 1,13:05:00,206,18.16,success
API 1,13:05:00,506,16.65,failure
API 1,13:05:00,423,19.08,success
API 1,13:05:00,206,15.54,success
API 1,13:05:00,416,19.71,success
API 1,13:05:00,205,18.89,success
API 1,13:05:00,428,18.83,success
API 1,13:05:00,404,17.08,success
API 1,13:05:00,407,17.04,success
API 1,13:05:00,422,18.69,success
API 1,13:05:00,205,19.86,success
API 1,13:05:00,424,17.95,success
API 1,13:05:00,506,19.97,failure
API 1,13:05:00,400,19.95,success
API 1,13:05:00,204,16.64,success
API 1,13:05:00,300,15.31,success
API 1,13:05:00,400,19.62,success
API 1,13:05:00,503,15.77,failure
API 1,13:05:00,407,16.55,success
API 1,13:05:00,200,18.0,success
API 1,13:05:00,413,15.62,success
API 1,13:05:00,414,15.06,success
API 1,13:05:00,417,18.92,success
API 1,13:05:00,411,15.03,success
API 1,13:05:00,204,15.26,success
API 1,13:05:00,406,17.14,success
API 1,13:05:00,409,15.3,success
API 1,13:05:00,302,16.79,success
API 1,13:05:00,416,17.58,success
API 1,13:05:00,415,16.2,success
API 1,13:05:00,414,19.98,success
API 1,13:05:00,100,18.0,success
API 1,13:05:00,511,17.96,failure
API 1,13:05:00,205,17.73,success
API 1,13:05:00,307,16.87,success
API 1,13:05:00,408,17.39,success
API 1,13:05:00,422,15.73,success
API 1,13:05:00,428,17.3,success
API 1,13:05:00,410,19.8,success
API 1,13:05:00,403,18.9,success
API 1,13:05:00,451,17.68,success
API 1,13:05:00,203,18.83,success
API 1,13:05:00,414,17.14,success
API 1,13:05:00,417,15.49,success
API 1,13:05:00,308,15.51,success
API 1,13:05:00,405,18.46,success
API 1,13:05:00,414,15.37,success
API 1,13:05:00,414,17.86,success
API 1,13:05:00,407,16.07,success
API 1,13:05:00,205,17.59,success
API 1,13:05:00,303,18.09,success
API 1,13:05:00,304,19.58,success
API 1,13:05:00,413,17.61,success
API 1,13:05:00,429,18.35,success
API 1,13:05:00,304,18.81,success
API 1,13:05:00,100,17.11,success
API 1,13:05:00,201,17.72,success
API 1,13:05:00,416,15.48,success
API 1,13:05:00,100,15.18,success
API 1,13:05:00,421,16.99,success
API 1,13:05:00,304,18.74,success
API 1,13:05:00,203,16.39,success
API 1,13:05:00,200,16.11,success
API 1,13:05:00,424,15.5,success
API 1,13:05:00,507,15.18,failure
API 1,13:05:00,302,18.92,success
API 1,13:05:00,100,19.69,success
API 1,13:05:00,404,15.18,success
API 1,13:05:00,201,18.9,success
API 1,13:05:00,428,17.38,success
API 1,13:05:00,404,16.05,success
API 1,13:05:00,204,15.22,success
API 1,13:05:00,410,15.5,success
API 1,13:05:00,412,18.86,success
API 1,13:05:00,505,18.88,failure
API 1,13:05:00,203,16.42,success
API 1,13:05:00,302,19.67,success
API 1,13:05:00,409,17.84,success
API 1,13:05:00,412,17.88,success
API 1,13:05:00,400,16.34,success
API 1,13:05:00,417,19.67,success
API 1,13:05:00,425,15.0,success
API 1,13:05:00,204,19.4,success
API 1,13:05:00,431,17.88,success
API 1,13:05:00,205,18.09,success
API 1,13:05:00,423,19.45,success
API 1,13:05:00,201,15.15,success
API 1,13:05:00,411,18.11,success
API 1,13:05:00,100,16.34,success
API 1,13:05:00,300,15.46,success
API 1,13:05:00,307,18.16,success
API 1,13:05:00,431,16.81,success
API 1,13:05:00,402,17.19,success
API 1,13:05:00,421,19.95,success
API 1,13:05:00,307,15.75,success
API 1,13:05:00,201,19.83,success
API 1,13:05:00,428,17.13,success
API 1,13:05:00,408,18.29,success
API 1,13:05:00,425,16.82,success
API 1,13:05:00,412,17.23,success
API 1,13:05:00,403,15.03,success
API 1,13:05:00,421,16.54,success
API 1,13:05:00,303,15.04,success
API 1,13:05:00,100,15.13,success
API 1,13:05:00,431,19.52,success
API 1,13:05:00,426,17.78,success
API 1,13:05:00,101,17.55,success
API 1,13:05:00,100,16.72,success
API 1,13:05:00,400,16.23,success
API 1,13:05:00,204,16.12,success
API 1,13:05:00,307,16.56,success
API 1,13:05:00,416,18.14,success
API 1,13:05:00,404,16.08,success
API 1,13:05:00,408,15.14,success
API 1,13:05:00,408,16.41,success
API 1,13:05:00,429,19.55,success
API 1,13:05:00,101,15.0,success
API 1,13:05:00,417,18.63,success
API 1,13:05:00,307,17.12,success
API 1,13:05:00,404,19.68,success
API 1,13:05:00,431,15.49,success
API 1,13:05:00,100,18.83,success
API 1,13:05:00,300,16.32,success
API 1,13:05:00,206,15.87,success
API 1,13:05:00,303,16.15,success
API 1,13:05:00,205,17.84,success
API 1,13:05:00,414,18.57,success
API 1,13:05:00,400,15.06,success
API 1,13:05:00,402,17.81,success
API 1,13:05:00,202,16.6,success
API 1,13:05:00,307,17.3,success
API 1,13:05:00,425,16.97,success
API 1,13:05:00,400,16.26,success
API 1,13:05:00,431,17.37,success
API 1,13:05:00,202,15.05,success
API 1,13:06:00,413,18.95,success
API 1,13:06:00,502,15.98,failure
API 1,13:06:00,407,16.41,success
API 1,13:06:00,206,15.17,success
API 1,13:06:00,426,16.18,success
API 1,13:06:00,510,17.33,failure
API 1,13:06:00,417,18.59,success
API 1,13:06:00,101,18.82,success
API 1,13:06:00,307,17.44,success
API 1,13:06:00,421,18.91,success
API 1,13:06:00,422,16.27,success
API 1,13:06:00,204,15.04,success
API 1,13:06:00,303,18.02,success
API 1,13:06:00,400,17.54,success
API 1,13:06:00,302,18.83,success
API 1,13:06:00,206,17.84,success
API 1,13:06:00,307,18.18,success
API 1,13:06:00,415,19.68,success
API 1,13:06:00,302,15.97,success
API 1,13:06:00,201,16.49,success
API 1,13:06:00,304,17.97,success
API 1,13:06:00,409,16.15,success
API 1,13:06:00,415,19.89,success
API 1,13:06:00,409,15.04,success
API 1,13:06:00,415,15.24,success
API 1,13:06:00,508,19.71,failure
API 1,13:06:00,204,16.37,success
API 1,13:06:00,429,16.12,success
API 1,13:06:00,308,19.92,success
API 1,13:06:00,451,16.31,success
API 1,13:06:00,203,19.79,success
API 1,13:06:00,416,16.8,success
API 1,13:06:00,304,19.64,success
API 1,13:06:00,406,19.09,success
API 1,13:06:00,423,19.25,success
API 1,13:06:00,409,15.57,success
API 1,13:06:00,451,17.05,success
API 1,13:06:00,428,19.77,success
API 1,13:06:00,400,17.09,success
API 1,13:06:00,421,17.26,success
API 1,13:06:00,206,16.27,success
API 1,13:06:00,200,16.98,success
API 1,13:06:00,429,17.86,success
API 1,13:06:00,413,19.94,success
API 1,13:06:00,426,18.29,success
API 1,13:06:00,406,19.16,success
API 1,13:06:00,422,15.06,success
API 1,13:06:00,308,17.01,success
API 1,13:06:00,100,16.25,success
API 1,13:06:00,406,15.51,success
API 1,13:06:00,304,19.43,success
API 1,13:06:00,402,17.62,success
API 1,13:06:00,411,16.64,success
API 1,13:06:00,417,17.08,success
API 1,13:06:00,423,19.65,success
API 1,13:06:00,508,18.18,failure
API 1,13:06:00,414,19.33,success
API 1,13:06:00,410,18.58,success
API 1,13:06:00,301,17.48,success
API 1,13:06:00,407,18.91,success
API 1,13:06:00,411,16.29,success
API 1,13:06:00,451,16.85,success
API 1,13:06:00,404,15.29,success
API 1,13:06:00,200,18.94,success
API 1,13:06:00,304,17.53,success
API 1,13:06:00,409,19.77,success
API 1,13:06:00,401,19.3,success
API 1,13:06:00,200,16.62,success
API 1,13:06:00,416,17.13,success
API 1,13:06:00,412,17.28,success
API 1,13:06:00,308,17.29,success
API 1,13:06:00,414,18.64,success
API 1,13:06:00,424,19.15,success
API 1,13:06:00,416,18.29,success
API 1,13:06:00,407,16.07,success
API 1,13:06:00,401,15.24,success
API 1,13:06:00,415,18.88,success
API 1,13:06:00,206,16.27,success
API 1,13:06:00,423,17.38,success
API 1,13:06:00,400,15.07,success
API 1,13:06:00,307,16.45,success
API 1,13:06:00,303,18.62,success
API 1,13:06:00,303,19.25,success
API 1,13:06:00,428,19.24,success
API 1,13:06:00,307,17.3,success
API 1,13:06:00,201,16.77,success
API 1,13:06:00,431,19.33,success
API 1,13:06:00,429,15.27,success
API 1,13:06:00,416,19.3,success
API 1,13:06:00,409,17.18,success
API 1,13:06:00,304,16.93,success
API 1,13:06:00,417,17.17,success
API 1,13:06:00,400,17.59,success
API 1,13:06:00,428,16.22,success
API 1,13:06:00,205,16.36,success
API 1,13:06:00,416,19.67,success
API 1,13:06:00,410,18.05,success
API 1,13:06:00,423,18.93,success
API 1,13:06:00,408,15.45,success
API 1,13:06:00,406,17.58,success
API 1,13:06:00,201,15.14,success
API 1,13:06:00,411,19.27,success
API 1,13:06:00,428,15.67,success
API 1,13:06:00,303,16.06,success
API 1,13:06:00,502,18.45,failure
API 1,13:06:00,408,15.67,success
API 1,13:06:00,505,19.64,failure
API 1,13:06:00,100,19.23,success
API 1,13:06:00,401,16.93,success
API 1,13:06:00,423,15.63,success
API 1,13:06:00,510,18.27,failure
API 1,13:06:00,415,17.85,success
API 1,13:06:00,201,17.59,success
API 1,13:06:00,407,16.41,success
API 1,13:06:00,451,17.76,success
API 1,13:06:00,402,18.89,success
API 1,13:06:00,101,15.99,success
API 1,13:06:00,402,16.5,success
API 1,13:06:00,416,15.75,success
API 1,13:06:00,302,17.38,success
API 1,13:06:00,410,16.12,success
API 1,13:06:00,417,19.57,success
API 1,13:06:00,428,15.29,success
API 1,13:06:00,510,16.79,failure
API 1,13:06:00,201,15.02,success
API 1,13:06:00,206,17.2,success
API 1,13:06:00,425,18.61,success
API 1,13:06:00,451,19.47,success
API 1,13:06:00,411,17.07,success
API 1,13:06:00,308,18.17,success
API 1,13:06:00,426,15.65,success
API 1,13:06:00,406,19.84,success
API 1,13:06:00,511,16.7,failure
API 1,13:06:00,205,17.98,success
API 1,13:06:00,431,15.73,success
API 1,13:06:00,201,16.19,success
API 1,13:06:00,406,19.11,success
API 1,13:06:00,401,18.29,success
API 1,13:06:00,204,16.45,success
API 1,13:06:00,406,15.02,success
API 1,13:06:00,101,15.46,success
API 1,13:06:00,423,19.87,success
API 1,13:06:00,100,19.06,success
API 1,13:06:00,409,19.41,success
API 1,13:06:00,401,16.82,success
API 1,13:06:00,502,18.86,failure
API 1,13:06:00,428,18.08,success
API 1,13:06:00,431,16.38,success
API 1,13:06:00,504,15.26,failure
API 1,13:06:00,401,18.8,success
API 1,13:06:00,400,17.66,success
API 1,13:06:00,417,17.86,success
API 1,13:06:00,203,15.86,success
API 1,13:06:00,402,17.41,success
API 1,13:06:00,401,17.97,success
API 1,13:06:00,451,18.31,success
API 1,13:06:00,404,17.76,success
API 1,13:06:00,417,16.8,success
API 1,13:06:00,301,19.32,success
API 1,13:06:00,406,18.83,success
API 1,13:06:00,302,17.14,success
API 1,13:06:00,414,19.45,success
API 1,13:06:00,301,18.33,success
API 1,13:06:00,409,15.06,success
API 1,13:06:00,405,17.55,success
API 1,13:06:00,407,16.91,success
API 1,13:06:00,101,19.22,success
API 1,13:06:00,401,17.95,success
API 1,13:06:00,501,15.63,failure
API 1,13:06:00,300,18.34,success
API 1,13:06:00,300,17.13,success
API 1,13:06:00,202,17.24,success
API 1,13:06:00,425,17.15,success
